codice-isil;codice-sbn;denominazione;indirizzo;frazione;cap;comune;codice istat comune;provincia;regione;codice istat provincia;latitudine;longitudine;telefono;fax;email;url
IT-AL0128;TO0KK;Biblioteca civica;via Roma, 8;;15058;Viguzzolo;006181;Alessandria;PIEMONTE;006;44,9049689;8,9195976;+390131899316;+39 0131898611;biblioteca@comune.viguzzolo.al.it;http://www.bassogruecurone.it/testi.php?id_testi=27
IT-AL0130;TO0GZ;Biblioteca del Seminario vescovile monsignor C. G. Capra;Piazza Duomo, 6;;15011;Acqui Terme;006001;Alessandria;PIEMONTE;006;44,6742314;8,4706708;+39 0144.57620;+39 0144.55265;AT007@biblioteche.reteunitaria.piemonte.it;http://www.diocesiacqui-piemonte.it/biblioteca-diocesana/
IT-AL0135;TO022;BIBLIOTECA DELL'ISTITUTO PER LA STORIA DELLA RESISTENZA E DELLA SOCIETA' CONTEMPORANEA IN PROVINCIA;via DEI GUASCO 49;;15121;Alessandria;006003;Alessandria;PIEMONTE;006;44,9165177;8,6168208;0131443861;;biblioteca@isral.it;www.isral.it
IT-AL0143;;Biblioteca dell'Archivio vescovile;Piazza Duomo 4;;15011;Acqui Terme;006001;Alessandria;PIEMONTE;006;44,6742314;8,4706708;+39 0144322078;;;
IT-AL0144;;Biblioteca e archivio storico della Cassa di risparmio di Alessandria;Via Dante 2;;15100;Alessandria;006003;Alessandria;PIEMONTE;006;44,9137084;8,6170965;+39 0131203111;+39 0131235883;;
IT-AL0145;TO0LP;Biblioteca e centro di documentazione del Gruppo volontariato assistenza handicappati;piazza S. Francesco 1;;15011;Acqui Terme;006001;Alessandria;PIEMONTE;006;44,6766694;8,4704869;0144356346;;info@gva-acqui.org;
IT-AL0147;;Biblioteca diocesana;via Liutprando, 1;;15033;Casale Monferrato;006039;Alessandria;PIEMONTE;006;45,137211;8,4534659;+39 0142.452219;;archivio@diocesidicasale.191.it;
IT-AL0149;;Biblioteca del Parco naturale e area attrezzata del Sacro Monte di Crea;;Cascina Valperone;15020;Ponzano Monferrato;006135;Alessandria;PIEMONTE;006;45,0854671;8,2632261;+39 0142940467;+39 0142940163;;
IT-AL0151;;Biblioteca civica;via ROMA 47;;15047;Alluvioni Piovera;006192;Alessandria;PIEMONTE;006;44,99874;8,783085;0131848121;;fpairotto@unioneterredifiume.it;
IT-AL0152;;Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato;piazza Cereseto 7;;15076;Ovada;006121;Alessandria;PIEMONTE;006;44,639405;8,6457583;014381615;+39 0143321980;info@accademiaurbense.it;www.accademiaurbense.it
IT-AL0153;UPO25;Biblioteca del Dipartimento di Scienze e Innovazione tecnologica dell'Università degli Studi del Piemonte orientale A. Avogadro;Viale Teresa Michel, 11;;15121;Alessandria;006003;Alessandria;PIEMONTE;006;44,9227495;8,6167519;;+39 0131360366;biblioteca.disit@uniupo.it;https://disit.uniupo.it/biblioteca
IT-AL0158;;Biblioteca dell'Ospedale civile Santi Antonio e Biagio;via VENEZIA 18;;15121;Alessandria;006003;Alessandria;PIEMONTE;006;44,9153962;8,6204103;0131206499;+39 0131206836;centrodocumentazione@ospedale.al.it;www.ospedale.al.it/biblioteca-centro-documentazione
IT-AL0159;TO0EH;Biblioteca civica;via G. Matteotti 22;;15030;Camagna Monferrato;006026;Alessandria;PIEMONTE;006;45,0179904;8,430448;+390142625121;;info@comune.camagnamonferrato.al.it;www.comune.camagnamonferrarto.al.it
IT-AL0161;;Biblioteca civica;piazza R. CARETTA 7;;15060;Sardigliano;006157;Alessandria;PIEMONTE;006;44,75243;8,895883;014349000;;info@comune.sardigliano.al.it;www.comune.sardigliano.al.it
IT-AL0162;;Biblioteca del Convento dei Padri Cappuccini;Viale San Francesco 1;;15057;Tortona;006174;Alessandria;PIEMONTE;006;44,8970651;8,8712313;+39 0131861166;;;
IT-AL0164;;Biblioteca Biomedica e Centro Documentazione;via Venezia, 16;;15121;Alessandria;006003;Alessandria;PIEMONTE;006;44,9152943;8,6212533;0131206499;+39 0131206836;centrodocumentazione@ospedale.al.it;https://www.ospedale.al.it/biblioteca-centro-documentazione/
IT-AL0165;TO0E9;Biblioteca comunale Dott. G. D. Sancio;via Roma, 67;;15031;Balzola;006011;Alessandria;PIEMONTE;006;45,1832442;8,4024004;+39 0142804106;;bibliotecabalzola@gmail.com;https://www.comune.balzola.al.it/it-it/vivere-il-comune/cultura/biblioteca-civica-dott-giuliano-dalmazzo-sancio-25423-1-5d29b33a6527a3218277f1ef22a6d1d2
IT-AL0166;TO0EA;Biblioteca civica;Via Guglielmo Marconi, 9;;15030;Terruggia;006171;Alessandria;PIEMONTE;006;45,0831498;8,4423727;+39 0142401400;;info@comune.terruggia.al.it;https://www.comune.terruggia.al.it/it/page/biblioteca-00f7ca50-2846-4655-bdbc-2e4e97ba7cd7
IT-AL0168;TO0E3;Biblioteca della Scuola media statale Leardi;via Gonzaga 21;;15033;Casale Monferrato;006039;Alessandria;PIEMONTE;006;45,1355689;8,45759410000005;+390142452313;+39 0142599813;ALIC824003@istruzione.it;http://www.comprensivonegricasale.gov.it/
IT-AL0169;TO0KR;BIBLIOTECA CIVICA GIORGIO BORGHELLO;via ROMA 1;;15060;Albera Ligure;006002;Alessandria;PIEMONTE;006;44,7024643;9,06574;014390051;;albera.ligure@reteunitaria.piemonte.it;
IT-AL0170;;Biblioteca del tiro a segno nazionale;Via Giordano Bruno 73;;15100;Alessandria;006003;Alessandria;PIEMONTE;006;44,9242781434134;8,59542883599852;+39 0131222653;;info@tsnalessandria.it;www.tsnalessandria.it
IT-AL0172;TO0SK;Biblioteca civica Walter Perfumo;piazza Baiveri, 5;;15024;Masio;006091;Alessandria;PIEMONTE;006;44,86245659999999;8,419016;+39 0131799131;;;http://www.comune.masio.al.it/index.php/vivere-il-comune/informazioni/notizie/40-biblioteca-comunale-walter-perfumo
IT-AL0174;;Biblioteca civica;via Villa Superiore, 2;;15060;Silvano d'Orba;006162;Alessandria;PIEMONTE;006;44,6647382;8,6895166;0143841491;;info@comune.silvanodobra.al.it;
IT-AL0175;TO0QF;Biblioteca civica;Piazza Matteotti, 20;;15010;Visone;006187;Alessandria;PIEMONTE;006;44,6621931;8,5025138;0144395297;+39 0144395800;info@comune.visone.al.it;https://www.comune.visone.al.it/it-it/vivere-il-comune/cultura/biblioteca-civica-35771-1-528e00c898e65b34281b7a43df72dfe5
IT-AL0177;TO0V0;Biblioteca dell'Istituto statale d'arte B. Cellini;Strada Pontecuore 6;;15048;Valenza;006177;Alessandria;PIEMONTE;006;45,0048304;8,6609083;+39 0131941764;+39 0131942877;;
IT-AL0186;TO0GR;Biblioteca della Provincia di Alessandria;via Dei Guasco 49;;15100;Alessandria;006003;Alessandria;PIEMONTE;006;44,9165177;8,6168208;0131304014;+39 0131304028;progetticultura@provincia.alessandria.it;
IT-AL0189;TO0Q4;Biblioteca civica;piazza Aldo Moro 3;;15010;Gamalero;006078;Alessandria;PIEMONTE;006;44,8090186;8,542582;+390131709173;+39 0131709424;biblioteca.gamalero@virgilio.it;http://www.comune.gamalero.al.it/Home/Menu?IDDettaglioPagina=57143
IT-AL0193;TO0KE;"BIBLIOTECA COMUNALE ""EUGENIO ARECCO """;via ROMA 1;;15060;Pasturana;006127;Alessandria;PIEMONTE;006;44,750197;8,74841500000002;014358171;+39 014358520;biblioteca@comune.pasturana.al.it;www.comune.pasturana.al.it
IT-AL0194;TO0YT;Biblioteca comunale Camillo Cappellaro;via MARCONI 2;;15030;Rosignano Monferrato;006149;Alessandria;PIEMONTE;006;45,0811435;8,3998028;0142489009;;demografici@comune.rovignanomonferrato.al.it;http://www.comune.rosignanomonferrato.al.it/comschedatem.asp?id=31599
IT-AL0197;TO0YS;Biblioteca comunale Nelson Mandela;via Roma 12;;15070;Tagliolo Monferrato;006169;Alessandria;PIEMONTE;006;44,639065;8,6686669;;;;
IT-AL0201;TO0KL;Biblioteca dell'Associazione Pellizza da Volpedo-Musei di Pellizza;via Sovera, 2;;15059;Volpedo;006188;Alessandria;PIEMONTE;006;44,889378;8,982486999999999;3385633056;+39 0131806577;info@pellizza.it;http://www.pellizza.it/index.php/la-biblioteca/
IT-AL0210;TO0QH;Biblioteca dell'Istituto tecnico commerciale statale Francesco Torre;Corso Roma 4;;15011;Acqui Terme;006001;Alessandria;PIEMONTE;006;44,6769277;8,46910500000001;+39 014457287;+39 014457287;;
IT-AL0213;TO0V2;Biblioteca - Centro Comunale di Cultura;piazza XXXI MARTIRI;;15048;Valenza;006177;Alessandria;PIEMONTE;006;45,014731;8,6457613;0131949286;+39 0131946082;biblioteca@comune.valenza.al.it;http://www.comune.valenza.al.it/italian/biblioteca_civica.php?iexpand1=4
IT-AL0214;TO0KB;Biblioteca civica;via Guasco 39;;15060;Francavilla Bisio;006070;Alessandria;PIEMONTE;006;44,7321351;8,73442679999994;+390143350407;+39 0143350407;biblioteca@comune.francavillabisio.al.it;http://www.comune.francavillabisio.al.it/testi.php?id_testi=17
IT-AL0215;TO0KF;Biblioteca civica;piazzale Carpaneto Spinola 3;;15060;San Cristoforo;006152;Alessandria;PIEMONTE;006;44,6924478;8,7497358;+390143682120;;comune.sancristoforo@libero.it;http://www.comune.sancristoforo.al.it/tempo-libero/biblioteca-civica.html
IT-AL0216;TO0KI;Biblioteca Istituto Comprensivo 2 Novi Ligure;via Aurelio Ferrando Scri, 24;;15067;Novi Ligure;006114;Alessandria;PIEMONTE;006;44,7604017;8,8014364;014376047;+39 0140325126;alic83000a@istruzione.it;http://www.istitutocomprensivonovi2.gov.it/pvw/app/alme0027/pvw_sito.php?sede_codice=alme0027
IT-AL0218;TO0U3;Biblioteca del Liceo Giuseppe Peano;via Vittorio Veneto, 3;;15057;Tortona;006174;Alessandria;PIEMONTE;006;44,89351;8,86605;0131862259;+39 0131861991;;
IT-AL0221;TO0EL;Biblioteca civica;via Roma, 36;;15020;Mombello Monferrato;006097;Alessandria;PIEMONTE;006;45,1326203;8,250426;+390142944101;;demografici@comune.mombellomonferrato.al.it;www.comune.mombellomonferrato.al.it/Home/UfficiDettagli/Uffici?IDUfficio=15706
IT-AL0222;TO0EN;Biblioteca comunale Gabriele Serrafero;via ROMA 37;;15020;Camino;006027;Alessandria;PIEMONTE;006;45,1622654;8,2872415;+390142469131;+39 0142469132;amministrativo@comune.camino.al.it;http://www.comune.camino.al.it/biblioteca.html
IT-AL0225;TO0KZ;Biblioteca della Fondazione CR Tortona;corso LEONIERO 6;;15057;Tortona;006174;Alessandria;PIEMONTE;006;44,897415;8,8648547;0131822965;;a.vecchi@fondazionecrtortona.it;WWW.FONDAZIONECRTORTONA.IT
IT-AL0226;TO0KN;Biblioteca civica;piazza Genova 2;;15070;Lerma;006088;Alessandria;PIEMONTE;006;44,6355557;8,7137433;;;;
IT-AL0227;TO0KO;Biblioteca dell'Istituto ITIS Giulio Ciampini;Via Verdi 44;;15067;Novi Ligure;006114;Alessandria;PIEMONTE;006;44,761258;8,79321200000004;+39 014373015;+39 0143743097;ALIS017004@ISTRUZIONE.IT;http://www.ciampini-boccardo.gov.it/
IT-AL0229;TO0EP;"Biblioteca delle ragazze e dei ragazzi ""Emanuele Luzzati""";piazza Castello;;15033;Casale Monferrato;006039;Alessandria;PIEMONTE;006;45,1366382;8,4477793;+390142444308;+39 0142452055;biblioluzzati@comune.casale-monferrato.al.it;http://www.comune.casale-monferrato.al.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/563
IT-AL0230;TO0EQ;Biblioteca del Centro documentazione Sacri Monti;cascina VALPERONE 1;;15020;Ponzano Monferrato;006135;Alessandria;PIEMONTE;006;45,0926609;8,2686;0141927120;+39 0141927800;c.doc@sacrimonti.net;http://www.sacrimonti.net/user/index.php?page=sito_it/centro_di_documentazione
IT-AL0231;TO0QN;Biblioteca civica;via M. TALICE 13;;15010;Ricaldone;006143;Alessandria;PIEMONTE;006;44,7340459;8,4694622;014474120;+39 0144745968;info@comune.ricaldone.al.it;http://www.comune.ricaldone.al.it/
IT-AL0232;TO0V3;Biblioteca del Club Alpino italiano - CAI Sezione Davide e Luigi Guerci;piazza Giardini Aldo Moro 1;;15048;Valenza;006177;Alessandria;PIEMONTE;006;45,0119849;8,63456159999999;+390131945633;+39 0131945633;cai@valenza.it;http://caivalenza.altervista.org/
IT-AL0233;TO0Y4;BIBLIOTECA CIVICA GIUSEPPE BORSALINO;via BORSALINO 4;;15040;Pecetto di Valenza;006128;Alessandria;PIEMONTE;006;44,9894001;8,6698754;0131940121;+39 0131940707;anagrafe@comune.pecetto.al.it;
IT-AL0234;TO0I1;Biblioteca Civica;via Volpedo 1;;12052;Casalnoceto;006040;Alessandria;PIEMONTE;006;44,9118851;8,98338680000006;0131809172;;biblioteca@comune.casalnoceto.al.it;http://www.comune.casalnoceto.al.it/index.php
IT-AL0235;TO0ES;Biblioteca civica;Via Mazza 33/b;;15038;Ottiglio;006120;Alessandria;PIEMONTE;006;45,054414;8,340655;+39 0142921129;+39 0142921129;biblioteca@comune.ottiglio.al.it;http://www.comune.ottiglio.al.it/
IT-AL0237;TO0KT;Biblioteca civica;piazza Garibaldi, 2;;15060;Voltaggio;006190;Alessandria;PIEMONTE;006;44,6201521;8,842941399999999;3351434332;;librovoltaggio@gmail.com;http://www.comune.voltaggio.al.it/testi.php?id_testi=106
IT-AL0238;UPOYL;"Biblioteca ""Norberto Bobbio"" del Dipartimento di giurisprudenza e scienze politiche, economiche e sociali dell'Università degli studi del Piemonte Orientale A. Avogadro - DIGSPES";Via Cavour 84;;15121;Alessandria;006003;Alessandria;PIEMONTE;006;44,908982;8,61597170000005;+39 0131283914;+39 0131283911;marco.lombardo@unipmn.it;https://www.digspes.uniupo.it/biblioteca
IT-AL0239;TO0QO;BIBLIOTECA CIVICA MAESTRO LUIGI ROSO;piazza XX SETTEMBRE 1;;15010;Ponti;006134;Alessandria;PIEMONTE;006;44,6273913;8,3656391;0144596142;+39 0144596273;info@comuneponti.gov.it;
IT-AL0302;TO0YR;Biblioteca della CISL AL-AT Michele Crosio;via TRIPOLI 14;;15121;Alessandria;006003;Alessandria;PIEMONTE;006;44,9124573;8,61931140000002;0131204765;;fnp.al.aspi@cisl.it;
IT-AL0303;TO0ET;Biblioteca Comunale;via DALMAZIO BIRAGO 13;;15030;Coniolo;006060;Alessandria;PIEMONTE;006;45,147028;8,37212699999998;0142408423;+39 0142408383;biblioteca@comune.coniolo.al.it;
IT-AL0308;TO0KV;Biblioteca del nuovo circolo ILVA;corso Piave 2;;15067;Novi Ligure;006114;Alessandria;PIEMONTE;006;44,7591047;8,79095159999997;+390143/76348;;info@circoloilvanovi.it;www.circoloilvanovi.it
IT-AL0309;TO0C0;Biblioteca dell'Istituto di istruzione superiore Cesare Balbo;via GALEOTTO DEL CARRETTO 1;;15033;Casale Monferrato;006039;Alessandria;PIEMONTE;006;45,1353169905135;8,44702177116392;0142.417707;+39 0142.458784;alis009005@istruzione.it;www.istitutobalbo.gov.it
IT-AL0310;TO091;Biblioteca Biomedica - Fondo storico G. Maconi;via VENEZIA 16;;15121;Alessandria;006003;Alessandria;PIEMONTE;006;44,9151933;8,62134850000007;0131206499;;centrodocumentazione@ospedale.al.it;www.ospedale.al.it/biblioteca-centro-documentazione
IT-AL0311;TO0QR;Biblioteca Civica;piazza DELLA CHIESA 1;;15010;Grognardo;006084;Alessandria;PIEMONTE;006;44,6298555679846;8,49175483928684;0144762103;+39 0144762900;info@comune.grognardo.al.it;http://www.comune.grognardo.al.it/comhome.asp
IT-AL0312;TO0QQ;Biblioteca Civica;via ROMA 31;;15015;Cartosio;006036;Alessandria;PIEMONTE;006;44,5928252216724;8,42043084655757;014440126;+39 014440189;info@comune.cartosio.al.it;http://www.comune.cartosio.al.it/comhome.asp
IT-AL0313;TO0KG;Biblioteca comunale;Via Andrea Doria 49;;15075;Mornese;006111;Alessandria;PIEMONTE;006;44,6407886;8,755713300000025;+39 0143887858;+39 0143887858;info@comune.mornese.al.it;http://www.comune.mornese.al.it/
IT-AN0001;URBBA;Biblioteca comunale Luciano Benincasa;via BERNABEI 30;;60121;Ancona;042002;Ancona;MARCHE;042;43,619718375695;13,5123604343586;0712225024;+39 0712225027;benincasa@comune.ancona.it;www.bibliotecabenincasa.it
IT-AN0003;URBIL;Biblioteca dell'Istituto regionale per la storia del movimento di liberazione nelle Marche;via Villafranca 1;;60122;Ancona;042002;Ancona;MARCHE;042;43,6171803;13,5125173;+39071202271;+39 071202271;biblioteca@storiamarche900.it;http://www.storiamarche900.it
IT-AN0004;UANAM;Biblioteca dell'Accademia marchigiana di scienze, lettere, arti;Piazza Benvenuto Stracca 1;;60121;Ancona;042002;Ancona;MARCHE;042;43,6225003;13,5111992;+39 071200051;+39 0712207135;info@accademia-scienla.marche.it;http://www.accademia-scienla.marche.it/biblioteca.htm
IT-AN0005;URBAV;Biblioteca dell'Archivio di Stato di Ancona;Via Alessandro Maggini 80;;60127;Ancona;042002;Ancona;MARCHE;042;43,5977214;13,5035288;+39 0712800356;+39 0712818785;as-an@beniculturali.it;http://www.asancona.beniculturali.it/index.php?it/162/biblioteca
IT-AN0009;PBE56;Biblioteca diocesana Ancona;Via Birarelli ,18;;60121;Ancona;042002;Ancona;MARCHE;042;43,6229162;13,5123164;+39 3208773610;+39 071.9943541;biblioteca@diocesi.ancona.it;
IT-AN0012;URB1S;Biblioteca della Soprintendenza Archeologia, belle arti e paesaggio delle Marche;Via Birarelli 18;;60121;Ancona;042002;Ancona;MARCHE;042;43,62258;13,51221;+39 07150298223;+39 071202134;sar-mar.biblioteca@beniculturali.it;http://www.sbap-marche.beniculturali.it/index.php?it/96/biblioteca-e-archivio-storico
IT-AN0016;;Biblioteca Augusto Tamburini;Via C. Colombo 106;;60100;Ancona;042002;Ancona;MARCHE;042;43,5995556;13,5047804;+39 0715962842;+39 0715962806;;
IT-AN0018;;Biblioteca dell'Istituto marchigiano Jacques Maritain;Via Birarelli, 18;Torrette;60020;Ancona;042002;Ancona;MARCHE;042;43,6229162;13,5123164;+39 0712070220;;;
IT-AN0020;URBAR;BIBLIOTECA COMUNALE ANGELO ROCCA;corso MAZZINI 64;;60011;Arcevia;042003;Ancona;MARCHE;042;43,4996654;12,9398079;0731984561;+39 07319899226;biblioteca@arceviaweb.it;
IT-AN0024;URBCA;Biblioteca comunale BADEN POWELL;piazza S. Apollinaire 1;;60021;Camerano;042006;Ancona;MARCHE;042;43,530565;13,5533;0717303086;+39 0717303041;biblioteca@comune.camerano.it;http://www.comune.camerano.an.it
IT-AN0026;URBCE;"Biblioteca comunale ""Tommaso Lippera""";Piazza Ciccardini, 6;;60043;Cerreto d'Esi;042013;Ancona;MARCHE;042;43,3212299;12,9856037;0732035460;;biblioteca.cerreto@gmail.com;https://bibliotecacomunalelippera.jimdofree.com/
IT-AN0027;URBCH;Biblioteca comunale;Piazza Mazzini 7;;60033;Chiaravalle;042014;Ancona;MARCHE;042;43,6016172;13,3253772;+39 071948710;+39 071742373;;
IT-AN0029;;Biblioteca del Convento dei cappuccini;via CAPPUCCINI 18;;60013;Corinaldo;042015;Ancona;MARCHE;042;43,6591033;13,0441861;07167084;;;
IT-AN0030;URB01;Biblioteca comunale;vicolo Sant'Agostino, 1;;60013;Corinaldo;042015;Ancona;MARCHE;042;43,6487972;13,049839;+390717976356;+39 0717978042;biblioteca@corinaldo.it;"http://www.corinaldo.it/servizi/Menu/dinamica.aspx?idSezione=616&amp;idArea=31777&amp;idCat=17452&amp;ID=17455&amp;TipoElemento=categoria"
IT-AN0031;URBC4;Biblioteca comunale;Via Nazario Sauro, 1;;60034;Cupramontana;042016;Ancona;MARCHE;042;43,445485;13,115683;+39 0731786855;+39 0731786860;biblioteca@comune.cupramontana.an.it;http://www.comune.cupramontana.an.it/zf/index.php/servizi-aggiuntivi/index/index/idservizio/20021
IT-AN0033;URBBF;Biblioteca comunale;Largo San Francesco, 1/B;;60044;Fabriano;042017;Ancona;MARCHE;042;43,33601731103263;12,904956925894908;+39 0732709203;+39 0732709320;info@bibliotecafabriano.it;https://bibliomarchenord.it/SebinaOpac/Opac.do?sysb=fabriano&
IT-AN0035;PBEO6;Biblioteca diocesana;P.zza Papa Giovanni Paolo II, 11;;60044;Fabriano;042017;Ancona;MARCHE;042;43,3352468;12,9039463;+39 0732.251792;+39 0732.251792;a.biblioteca2011@libero.it;http://www.fabriano-matelica.it
IT-AN0036;PBEP8;Biblioteca del Monastero S. Silvestro;Via S. Silvestro 66;Montefano;60044;Fabriano;042017;Ancona;MARCHE;042;43,3028344;12,8902389;+39 0732.21631;+39 0732.21633;ugopaoli@silvestrini.org;
IT-AN0039;URBPF;Biblioteca storico-francescana e picena;Convento dei frati minori - Piazza S. Antonio 4;;60015;Falconara Marittima;042018;Ancona;MARCHE;042;43,6288695186223;13,393164209201;+39 071.9161480;;info@bibliotecafrancescanapicena.it;
IT-AN0040;URBFL;Biblioteca comunale;piazza Mazzini, 2;;60015;Falconara Marittima;042018;Ancona;MARCHE;042;43,6014568;13,325673;0719177769;+39 0719174250;biblioteca@comune.falconara-marittima.an.it;https://www.comune.falconara-marittima.an.it/pagina2239_biblioteca.html
IT-AN0045;URBDP;Biblioteca diocesana Pier Matteo Petrucci;Piazza Federico II, 8;;60035;Jesi;042021;Ancona;MARCHE;042;43,524141;13,245324;+39 0731.226751;;biblioteca@jesi.chiesacattolica.it;http://www2.glauco.it/jesi/diocesi/biblioteca.htm
IT-AN0046;;Biblioteca del Convento dei frati cappuccini;Via S. Pietro martire 4;;60035;Jesi;042021;Ancona;MARCHE;042;43,52572;13,2410826;+39 073156127;;;
IT-AN0047;URBBL;Biblioteca comunale Attilio Brugiamolini;traversa DELLA CROCE 2;;60025;Loreto;042022;Ancona;MARCHE;042;43,4387169;13,60624;0717500811;+39 0717500811;biblioteca.loreto@regione.marche.it;
IT-AN0048;;Biblioteca dei padri cappuccini;Palazzo apostolico;;60025;Loreto;042022;Ancona;MARCHE;042;43,439875;13,6060971;+39 071970213;;;
IT-AN0049;URBSV;Biblioteca comunale Gaspare Spontini;viale B. Gigli 23;;60037;Monte San Vito;042030;Ancona;MARCHE;042;43,6003617;13,2682044;071740377;;;
IT-AN0050;;Biblioteca comunale;Piazza Vittoria;;60036;Montecarotto;042026;Ancona;MARCHE;042;43,5267036;13,0642323;+39 073189131;+39 0731899046;;
IT-AN0051;URBMB;Biblioteca comunale;via Umberto I;;60018;Montemarciano;042027;Ancona;MARCHE;042;43,6398714;13,3105599;0719159223;;;
IT-AN0053;URBIC;Biblioteca dell'Istituto Campana;piazza DANTE 4;;60027;Osimo;042034;Ancona;MARCHE;042;43,486384;13,485764;071714822;+39 0717235392;info@istitutocampana.it;http://www.istitutocampana.it/htm/biblioteca.htm
IT-AN0054;URBB2;Biblioteca comunale Francesco Cini;via F. E M. CAMPANA 15;;60027;Osimo;042034;Ancona;MARCHE;042;43,486646;13,485067;0717231773;+39 071714621;biblioteca@comune.osimo.an.it;http://www.comune.osimo.an.it/municipio/bibliot.htm
IT-AN0056;PBED3;Biblioteca del Seminario vescovile;P.zza Episcopio, 7;;60027;Osimo;042034;Ancona;MARCHE;042;43,4990717;13,4378102;+39 071.714445;;biblioteca@diocesi.ancona.it;
IT-AN0057;;Biblioteca del Convento S. Giuseppe da Copertino;Piazza Gallo 10;;60027;Osimo;042034;Ancona;MARCHE;042;43,4864031;13,4838539;+39 071714523;;;
IT-AN0061;URBOV;Biblioteca comunale Giuseppe Tanfani;piazza Maria Crocifissa Satellico, 3 Palazzo Marulli;;60010;Ostra Vetere;042036;Ancona;MARCHE;042;43,604002;13,058528;+39071965700;+39 071964352;biblioteca@comune.ostravetere.an.it;http://www.comune.ostravetere.an.it/servizipubblici.php#serviziculturali
